"journal_title","title"
"Psychiatry Research",4501
"Psychiatry Investigation",884
"Psychiatric Quarterly",11
"Psyche: Journal of Entomology",2
"Psicologia: Reflexao e Critica",173
"Przeglad Menopauzalny",185
"Przeglad Gastroenterologiczny",317
"Protoplasma",830
"Protist",249
"Proteomics Insights",4
"Proteomics - Clinical Applications",200
"Proteomics",455
"Proteomes",268
"Proteome Science",105
"Proteins: Structure, Function and Bioinformatics",1115
"Protein and Peptide Letters",17
"Protein and Cell",296
"Protein Science",1080
"Protein Expression and Purification",1008
"Protein Engineering, Design and Selection",43
"Prosthetics and Orthotics International",78
"Prostate International",193
"Prostate Cancer and Prostatic Diseases",645
"Prostate Cancer",58
"Prostate",993
"Prostaglandins and Other Lipid Mediators",353
"Progress in Retinal and Eye Research",331
"Progress in Photovoltaics: Research and Applications",1
"Progress in Pediatric Cardiology",12
"Progress in Orthodontics",313
"Progress in Organic Coatings",5
"Progress in Nuclear Magnetic Resonance Spectroscopy",110
"Progress in Neurobiology",508
"Progress in Neuro-Psychopharmacology and Biological Psychiatry",1511
"Progress in Lipid Research",193
"Progress in Earth and Planetary Science",12
"Progress in Disaster Science",23
"Progress in Cardiovascular Diseases",1
"Progress in Biophysics and Molecular Biology",548
"Progress in Biomedical Engineering",1
"Progress in Biomaterials",156
"Progres en Urologie",659
"Production and Operations Management",9
"Process Safety and Environmental Protection",28
"Process Biochemistry",11
"Proceedings of the Zoological Society",1
"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences",966
"Proceedings of the National Academy of Sciences India Section B - Biological Sciences",15
"Proceedings of the London Mathematical Society",1
"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology",1
"Proceedings of the Institution of Mechanical Engineers, Part O: Journal of Risk and Reliability",2
"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",50
"Proceedings of the Institution of Mechanical Engineers, Part E: Journal of Process Mechanical Engineering",1
"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",1
"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",2
"Proceedings of the Combustion Institute",1
"Probability, Uncertainty and Quantitative Risk",1
"Probability Theory and Related Fields",13
"Primates",426
"Primate Biology",48
"Preventive Veterinary Medicine",1455
"Preventive Nutrition and Food Science",221
"Preventive Medicine Reports",1678
"Preventive Medicine",2279
"Presse Medicale",571
"Prenatal Diagnosis",1127
"Pregnancy Hypertension",705
"Precision Radiation Oncology",1
"Precision Clinical Medicine",103
"Pramana - Journal of Physics",1
"Practical Radiation Oncology",779
"Practical Neurology",34
"Practical Laboratory Medicine",250
"Powder Technology",2
"Poverty &amp; Public Policy",2
"Poultry Science",2408
"Potato Research",5
"Postgraduate Medical Journal",1172
"Postepy w Kardiologii Interwencyjnej",421
"Postepy Dermatologii I Alergologii",884
"Post-Communist Economies",1
"Positivity",3
"Porcine Health Management",258
"Population, Space and Place",14
"Population and Development Review",1
"Population Research and Policy Review",35
"Population Health Metrics",197
"Population Ecology",4
"Polymers for Advanced Technologies",2
"Polymers",16842
"Polymer Science - Series A",2
"Polymer Journal",2
"Polymer Composites",1
"Polymer Chemistry",23
"Polymer Bulletin",22
"Politische Vierteljahresschrift",14
"Politics and Policy",2
"Political Psychology",13
"Political Behavior",1
"Polish Journal of Radiology",487
"Polish Journal of Microbiology",153
"Policy and Internet",1
"Policy Studies Journal",1
"Policy Studies",1
"Polar Journal",1
"Polar Geography",1
"Polar Biology",26
"Poetics",4
"PoLAR: Political and Legal Anthropology Review",1
"Pleura and Peritoneum",121
"Plastic and Reconstructive Surgery - Global Open",2516
"Plastic Surgery",18
"Plasmonics",21
"Plasmid",204
"Plasma Sources Science and Technology",1
"Plasma Processes and Polymers",4
"Plants People Planet",3
"Plants",8461
"Planta",1529
"Plant, Cell and Environment",1513
"Plant and Soil",53
"Plant and Cell Physiology",184
"Plant Systematics and Evolution",2
"Plant Science",1846
"Plant Reproduction",166
"Plant Physiology and Biochemistry",3000
"Plant Physiology",2205
"Plant Phenomics",106
"Plant Pathology Journal",383
"Plant Pathology",14
"Plant Molecular Biology Reporter",2
"Plant Molecular Biology",860
"Plant Methods",841
"Plant Journal",1102
"Plant Growth Regulation",3
"Plant Genome",248
"Plant Foods for Human Nutrition",25
"Plant Ecology",1
"Plant Diversity",317
"Plant Direct",417
"Plant Communications",230
"Plant Cell, Tissue and Organ Culture",24
"Plant Cell Reports",1000
"Plant Cell",801
"Plant Breeding",9
"Plant Biotechnology Reports",7
"Plant Biotechnology Journal",813
"Plant Biotechnology",55
"Plant Biology",585
"Placenta",1240
"Pituitary",3
"Pilot and Feasibility Studies",1101
"Pigment Cell and Melanoma Research",334
"Phytotherapy Research",1925
"Phytopathology Research",2
"Phytomedicine Plus",13
"Phytomedicine",2350
"Phytochemistry Reviews",40
"Phytochemistry Letters",1
"Phytochemistry",1759
"Phytochemical Analysis",508
"PhytoKeys",878
"Physiotherapy Research International",267
"Physiotherapy",252
"Physiology and Molecular Biology of Plants",888
"Physiology and Behavior",2367
"Physiology International",101
"Physiological Reports",73
"Physiological Measurement",259
"Physiological Genomics",108
"Physiological Entomology",4
"Physiologia Plantarum",1038
"Physics of Plasmas",12
"Physics of Life Reviews",154
"Physics of Fluids",123
"Physics in Medicine and Biology",818
"Physics and Imaging in Radiation Oncology",338
"Physics and Chemistry of the Earth",15
"Physics and Chemistry of Minerals",16
"Physical and Engineering Sciences in Medicine",288
"Physical Therapy in Sport",786
"Physical Therapy",94
"Physical Review Physics Education Research",1
"Physical Biology",82
"Physica Medica",1733
"Physica E: Low-Dimensional Systems and Nanostructures",2
"Photosynthesis Research",697
"PhotoniX",3
"Photodiagnosis and Photodynamic Therapy",2163
"Photodermatology Photoimmunology and Photomedicine",225
"Photochemistry and Photobiology",1034
"Photochemical and Photobiological Sciences",342
"Photoacoustics",328
"Phonetica",74
"Philosophy, Ethics, and Humanities in Medicine",64
"Philosophy of Management",14
"Philosophy and Technology",32
"Philosophy Compass",5
"Philosophical Psychology",2
"Philosophical Magazine Letters",1
"Philosophical Magazine",2
"Philosophical Explorations",1
"Philosophia (United States)",60
"Phenomenology and the Cognitive Sciences",1
"Pharmacy Practice",348
"Pharmacotherapy",185
"Pharmacology and Therapeutics",600
"Pharmacology Research and Perspectives",206
"Pharmacology Biochemistry and Behavior",819
"Pharmacology",466
"Pharmacological Research",2709
"Pharmacological Reports",1025
"Pharmacogenomics and Personalized Medicine",303
"Pharmacogenomics Journal",425
"Pharmacoepidemiology and Drug Safety",1221
"Pharmaceutics",6916
"Pharmaceuticals",3645
"Pharmaceutical Statistics",432
"Pharmaceutical Research",1477
"Pharmaceutical Nanotechnology",35
"PharmaNutrition",2
"Pflugers Archiv European Journal of Physiology",826
"Pesticide Biochemistry and Physiology",1177
"Pest Management Science",2563
"Pervasive and Mobile Computing",5
"Perspectives on Sexual and Reproductive Health",116
"Perspectives on Medical Education",96
"Perspectives in Psychiatric Care",878
"Perspectives in Ecology and Conservation",3
"Perspectives in Clinical Research",97
"Personalized Medicine",6
"Personality and Social Psychology Bulletin",52
"Personality and Mental Health",181
"Personality Neuroscience",37
"Personal and Ubiquitous Computing",34
"Permanente journal,The",61
"Permafrost and Periglacial Processes",3
"Peritoneal Dialysis International",177
"Perioperative Care and Operating Room Management",22
"Periodontology 2000",11
"Peptides",887
"Peptide Science",7
"People and Nature",7
"PeerJ Computer Science",970
"PeerJ",12699
"Peer-to-Peer Networking and Applications",13
"Pedobiologia",1
"Pediatrics and Neonatology",705
"Pediatrics International",1171
"Pediatric, Allergy, Immunology, and Pulmonology",29
"Pediatric obesity",670
"Pediatric emergency medicine practice",15
"Pediatric Transplantation",832
"Pediatric Rheumatology",634
"Pediatric Research",2360
"Pediatric Reports",146
"Pediatric Radiology",1545
"Pediatric Pulmonology",2027
"Pediatric Neurosurgery",308
"Pediatric Neurology",1015
"Pediatric Nephrology",1906
"Pediatric Investigation",167
"Pediatric Gastroenterology, Hepatology and Nutrition",285
"Pediatric Exercise Science",113
"Pediatric Diabetes",834
"Pediatric Dermatology",308
"Pediatric Dental Journal",3
"Pediatric Cardiology",1544
"Pediatric Blood and Cancer",2841
"Pediatric Allergy and Immunology",356
"Pediatria Medica e Chirurgica",63
"Patterns",215
"Pattern Analysis and Applications",9
"Patient Safety in Surgery",202
"Patient Preference and Adherence",882
"Patient Education and Counseling",2042
"Pathophysiology",225
"Pathology and Oncology Research",996
"Pathology Research and Practice",2180
"Pathology International",444
"Pathology",594
"Pathologica",4
"Pathogens and Immunity",58
"Pathogens and Disease",16
"Pathogens",4429
"Pathobiology",246
"Pastoralism",16
"Pastoral Psychology",1
"Pastoral Care in Education",1
"Party Politics",6
"Particle and Fibre Toxicology",377
"Partial Differential Equations in Applied Mathematics",2
"Partial Differential Equations and Applications",5
"Parkinsonism and Related Disorders",1629
"Parkinson's Disease",434
"Parasitology Research",2682
"Parasitology International",999
"Parasites and Vectors",4101
"Parasite Immunology",191
"Parasite Epidemiology and Control",243
"Parasite",471
"Papers in Regional Science",2
"Papers in Palaeontology",2
"Pancreatology",1052
"Palliative Care and Social Practice",70
"Palgrave Communications",2
"Paleoceanography and Paleoclimatology",20
"Palaontologische Zeitschrift",13
"Palaeontology",8
"Palaeobiodiversity and Palaeoenvironments",14
"Pain Research and Treatment",70
"Pain Research and Management",692
"Pain Reports",411
"Pain Practice",513
"Pain Medicine",87
"Pain Management Nursing",522
"Pain",248
"Paediatrics and Child Health",342
"Paediatric and Perinatal Epidemiology",283
"Paediatric Respiratory Reviews",171
"Paediatric Anaesthesia",664
"PM and R",950
"PLoS Pathogens",3865
"PLoS ONE",121977
"PLoS Neglected Tropical Diseases",5427
"PLoS Medicine",1465
"PLoS Genetics",3719
"PLoS Computational Biology",4663
"PLoS Biology",1847
"PFG - Journal of Photogrammetry, Remote Sensing and Geoinformation Science",1
"PDA Journal of Pharmaceutical Science and Technology",21
"PACE - Pacing and Clinical Electrophysiology",1480
"Oxidative Medicine and Cellular Longevity",5571
"Oxford Medical Case Reports",61
"Otolaryngology - Head and Neck Surgery",252
"Osterreichische Zeitschrift fur Soziologie",4
"Osteoporosis International",1790
"Osteoarthritis and Cartilage",1256
"Osong Public Health and Research Perspectives",161
"Orvosi Hetilap",530
"Orthopedics",899
"Orthopedic Reviews",207
"Orthopedic Research and Reviews",92
"Orthopaedics and Traumatology: Surgery and Research",1864
"Orthopaedic surgery",990
"Orthopaedic Journal of Sports Medicine",1218
"Orthodontics and Craniofacial Research",302
"Orphanet Journal of Rare Diseases",1983
"Origins of Life and Evolution of Biospheres",128
"Organizational Behavior and Human Decision Processes",1
"Organisms Diversity and Evolution",5
"Organic Chemistry Frontiers",8
"Order",1
"Orbis Litterarum",1
"Oral and Maxillofacial Surgery Cases",1
"Oral and Maxillofacial Surgery",538
"Oral Surgery",5
"Oral Radiology",350
"Oral Oncology",1494
"Oral Diseases",1404
"Optimization Letters",9
"Optimization",7
"Optimal Control Applications and Methods",4
"Optik",11
"Optics and Spectroscopy (English translation of Optika i Spektroskopiya)",3
"Optical and Quantum Electronics",30
"Ophthalmology. Glaucoma",318
"Ophthalmology Retina",896
"Ophthalmology",1408
"Ophthalmologica",395
"Ophthalmic and Physiological Optics",414
"Ophthalmic Research",452
"Operative Neurosurgery",222
"Operations Research for Health Care",3
"Open Veterinary Journal",344
"Open Rheumatology Journal",43
"Open Respiratory Medicine Journal",58
"Open Ophthalmology Journal",88
"Open Nursing Journal",58
"Open Neurology Journal",31
"Open Neuroimaging Journal",23
"Open Mind",39
"Open Microbiology Journal",89
"Open Medicinal Chemistry Journal",29
"Open Life Sciences",496
"Open Heart",546
"Open Forum Infectious Diseases",2889
"Open Dentistry Journal",230
"Open Cardiovascular Medicine Journal",54
"Open Biomedical Engineering Journal",27
"Open Biology",51
"Open Biochemistry Journal",26
"Open Access Rheumatology: Research and Reviews",115
"Open Access Macedonian Journal of Medical Sciences (discontinued)",1291
"Open Access Emergency Medicine",193
"Open AIDS Journal",45
"One Health",387
"One Earth",1
"Onderstepoort Journal of Veterinary Research",161
"Oncotarget",9060
"Oncology and Therapy",77
"Oncology Reviews",105
"Oncology Research and Treatment",469
"Oncology Reports",3784
"Oncology Letters",9194
"Oncology",571
"Oncologist",1788
"Oncogenesis",595
"Oncogene",3200
"OncoTargets and Therapy",2215
"OncoImmunology",1203
"Oman Medical Journal",222
"Oman Journal of Ophthalmology",104
"Oecologia",1680
"Odontology / the Society of the Nippon Dental University",513
"Ocular Surface",543
"Ocular Oncology and Pathology",95
"Oceanology",1
"Ocean Science Journal",1
"Ocean Dynamics",1
"Occupational and Environmental Medicine",824
"Occupational Therapy International",304
"Obstetrics and Gynecology Science",446
"Obstetrics and Gynecology International",193
"Obstetrics and Gynecology",186
"Obstetric Medicine",160
"Obesity Surgery",1246
"Obesity Science and Practice",430
"Obesity Reviews",810
"Obesity Research and Clinical Practice",457
"Obesity Medicine",25
"Obesity Facts",384
"Obesity",1281
"Obere Extremitat",19
"OTO Open",228
"OSA Continuum",2
"ORL",282
"Nutrition, Metabolism and Cardiovascular Diseases",1478
"Nutrition in Clinical Practice",147
"Nutrition and Metabolism",621
"Nutrition and Metabolic Insights",95
